id,tipoIncidencia,fechaReporte,estado,UsuarioID,MantenimientoID,nivelEscalamiento,tiempoResolucion
6083,desgaste,2024-03-05,cerrada,['168-23-4405'],['mnt-05108'],medio,205
6084,vandalismo,2024-08-04,cerrada,['044-10-4738'],['mnt-07117'],alto,-1
6085,mal funcionamiento,2024-01-11,abierta,['675-07-4589'],['mnt-00012'],bajo,-1
6086,mal funcionamiento,2024-03-03,abierta,['121-45-0651'],"['mnt-04407', 'mnt-05061']",alto,-1
6087,mal funcionamiento,2023-12-21,cerrada,['048-99-8807'],['mnt-04298'],alto,144
6088,mal funcionamiento,2024-02-29,abierta,['765-44-1313'],['mnt-05286'],medio,-1
6089,mal funcionamiento,2023-11-16,abierta,['203-25-8113'],['mnt-13843'],medio,-1
6090,vandalismo,2023-11-09,cerrada,['507-43-7179'],['mnt-04298'],medio,186
6091,mal funcionamiento,2024-06-22,abierta,['198-20-5551'],['mnt-01221'],medio,-1
6092,vandalismo,2024-10-08,cerrada,['763-74-6622'],['mnt-00388'],alto,-1
6093,desgaste,2024-01-06,cerrada,['663-66-4500'],"['mnt-07461', 'mnt-12473']",alto,-1
6094,vandalismo,2024-07-12,abierta,['071-58-9273'],['mnt-07589'],medio,-1
6095,rotura,2024-06-23,cerrada,['542-73-1999'],['mnt-08132'],medio,24
6096,desgaste,2024-10-03,abierta,['509-49-5119'],['mnt-13295'],alto,-1
6097,desgaste,2024-10-06,abierta,['488-16-7308'],['mnt-11839'],medio,-1
6098,desgaste,2024-10-09,cerrada,['911-20-4128'],"['mnt-05662', 'mnt-11567']",bajo,-1
6099,rotura,2024-06-27,cerrada,['894-18-9175'],"['mnt-04604', 'mnt-11267']",medio,32
6100,desgaste,2024-10-07,abierta,['050-99-7902'],['mnt-11695'],bajo,-1
6101,mal funcionamiento,2024-06-19,cerrada,['251-03-6756'],['mnt-13399'],bajo,-1
6102,mal funcionamiento,2024-04-26,abierta,['373-17-3329'],"['mnt-01912', 'mnt-12659', 'mnt-13067']",bajo,-1
6103,mal funcionamiento,2023-11-07,abierta,['706-63-7893'],['mnt-04393'],bajo,-1
6104,mal funcionamiento,2023-10-22,abierta,['641-47-5146'],['mnt-14428'],medio,-1
6105,vandalismo,2024-02-20,cerrada,['093-63-3055'],"['mnt-13480', 'mnt-14251']",bajo,-1
6106,desgaste,2023-11-17,abierta,['864-67-7767'],['mnt-01836'],medio,-1
6107,desgaste,2024-05-05,abierta,['741-33-2456'],['mnt-13416'],medio,-1
6108,vandalismo,2024-07-19,abierta,['520-45-1523'],['mnt-08654'],alto,-1
6109,vandalismo,2024-05-19,abierta,['998-27-7374'],['mnt-14926'],bajo,-1
6110,vandalismo,2023-11-03,cerrada,['530-78-3259'],['mnt-08459'],alto,-1
6111,mal funcionamiento,2024-05-01,cerrada,['976-33-6932'],"['mnt-06491', 'mnt-07027']",alto,136
6112,desgaste,2024-06-15,abierta,['390-20-0012'],['mnt-03315'],medio,-1
6113,mal funcionamiento,2023-12-29,cerrada,['894-29-8719'],['mnt-03315'],medio,-1
6114,vandalismo,2024-08-11,abierta,['316-72-3300'],['mnt-07172'],alto,-1
6115,desgaste,2024-06-03,cerrada,['502-02-0245'],"['mnt-03390', 'mnt-10471']",alto,-1
6116,mal funcionamiento,2024-05-19,abierta,['675-70-4083'],['mnt-00741'],bajo,-1
6117,mal funcionamiento,2023-12-09,cerrada,['814-72-4675'],['mnt-02255'],medio,243
6118,desgaste,2024-04-29,cerrada,['898-66-5086'],"['mnt-04010', 'mnt-06561']",bajo,142
6119,vandalismo,2024-09-14,abierta,['792-33-8533'],['mnt-09497'],alto,-1
6120,vandalismo,2023-09-12,abierta,['794-68-1289'],['mnt-02749'],medio,-1
6121,rotura,2023-10-17,cerrada,['217-32-5172'],['mnt-06631'],bajo,103
6122,vandalismo,2024-09-28,cerrada,['609-34-9430'],['mnt-06001'],alto,-1
6123,desgaste,2023-10-22,cerrada,['420-50-6940'],"['mnt-05360', 'mnt-08523']",bajo,202
6124,desgaste,2023-11-11,cerrada,['852-60-3220'],['mnt-01493'],medio,161
6125,mal funcionamiento,2024-01-08,cerrada,['435-02-9888'],['mnt-07187'],alto,158
6126,mal funcionamiento,2024-06-07,cerrada,['140-51-8170'],['mnt-12836'],medio,-1
6127,vandalismo,2024-12-01,abierta,['230-02-2619'],['mnt-02937'],bajo,-1
6128,vandalismo,2023-11-14,abierta,['971-50-0932'],['mnt-14681'],bajo,-1
6129,desgaste,2023-11-05,cerrada,['794-05-6596'],['mnt-02445'],medio,130
6130,desgaste,2023-10-28,cerrada,['687-02-5672'],['mnt-02445'],bajo,138
6131,vandalismo,2024-02-27,abierta,['979-06-1120'],['mnt-00345'],medio,-1
6132,mal funcionamiento,2023-12-27,cerrada,['281-67-1175'],['mnt-03459'],alto,137
6133,desgaste,2024-02-04,abierta,['083-65-5168'],['mnt-01562'],alto,-1
6134,vandalismo,2024-02-23,cerrada,['228-38-5600'],['mnt-02728'],bajo,-1
6135,desgaste,2023-11-14,abierta,['797-55-4049'],['mnt-02616'],alto,-1
6136,rotura,2023-11-21,abierta,['771-73-9273'],['mnt-04418'],alto,-1
6137,desgaste,2024-10-02,abierta,['837-93-3220'],['mnt-06742'],alto,-1
6138,vandalismo,2024-08-22,abierta,['588-26-6642'],['mnt-12069'],alto,-1
6139,rotura,2024-03-31,cerrada,['706-89-6262'],['mnt-14711'],medio,6
6140,desgaste,2024-07-24,cerrada,['627-10-0921'],"['mnt-02083', 'mnt-12986']",medio,-1
6141,vandalismo,2023-10-26,cerrada,['983-91-3839'],['mnt-06137'],medio,91
6142,rotura,2023-11-30,abierta,['861-61-9714'],['mnt-10455'],alto,-1
6143,rotura,2023-12-01,abierta,['242-51-2854'],['mnt-09505'],bajo,-1
6144,rotura,2024-02-20,abierta,['331-06-2057'],['mnt-02875'],alto,-1
6145,mal funcionamiento,2023-10-31,abierta,['551-21-5340'],['mnt-05493'],bajo,-1
6146,vandalismo,2024-06-20,abierta,['877-84-9956'],"['mnt-13948', 'mnt-14480']",alto,-1
6147,mal funcionamiento,2024-01-03,abierta,['713-67-6851'],['mnt-04490'],alto,-1
6148,mal funcionamiento,2024-06-21,cerrada,['433-21-5310'],['mnt-01261'],bajo,-1
6149,mal funcionamiento,2023-11-14,cerrada,['893-10-7628'],"['mnt-11527', 'mnt-11716']",alto,296
6150,vandalismo,2023-11-25,abierta,['249-99-1099'],['mnt-07203'],medio,-1
6151,desgaste,2023-11-02,cerrada,['328-36-2506'],['mnt-07102'],alto,33
6152,vandalismo,2023-11-15,cerrada,['615-78-0375'],['mnt-10282'],medio,331
6153,desgaste,2024-01-09,cerrada,['371-61-4890'],['mnt-04511'],medio,56
6154,desgaste,2024-04-29,cerrada,['698-19-0338'],['mnt-05532'],bajo,-1
6155,desgaste,2024-04-23,abierta,['098-87-6854'],['mnt-09835'],alto,-1
6156,desgaste,2023-11-07,cerrada,['488-89-2386'],"['mnt-09177', 'mnt-10267']",medio,282
6157,desgaste,2024-03-25,cerrada,['591-78-5932'],['mnt-03180'],medio,114
6158,desgaste,2024-08-20,abierta,['083-86-3727'],"['mnt-00025', 'mnt-01934']",medio,-1
6159,vandalismo,2024-04-15,abierta,['213-11-0993'],['mnt-10813'],alto,-1
6160,rotura,2024-03-02,abierta,['558-06-5415'],"['mnt-00432', 'mnt-14194']",bajo,-1
6161,desgaste,2023-12-30,cerrada,['044-00-9442'],['mnt-02638'],alto,18
6162,desgaste,2023-12-23,cerrada,['412-18-1608'],['mnt-10519'],bajo,221
6163,vandalismo,2024-07-10,cerrada,['490-32-2125'],['mnt-02377'],alto,-1
6164,desgaste,2023-12-03,abierta,['516-93-9492'],['mnt-08997'],medio,-1
6165,desgaste,2024-06-19,cerrada,['242-42-4439'],"['mnt-05133', 'mnt-08962']",alto,-1
6166,vandalismo,2024-04-10,abierta,['158-28-7296'],['mnt-14075'],bajo,-1
6167,desgaste,2024-02-25,cerrada,['061-40-9579'],['mnt-00131'],medio,185
6168,vandalismo,2023-12-26,cerrada,['309-37-0402'],['mnt-02535'],medio,86
6169,vandalismo,2024-01-31,cerrada,['619-37-2886'],"['mnt-00249', 'mnt-08802']",alto,210
6170,desgaste,2024-05-19,abierta,['175-21-9827'],"['mnt-01651', 'mnt-10346']",bajo,-1
6171,rotura,2023-11-16,cerrada,['837-35-3335'],['mnt-04841'],bajo,-1
6172,vandalismo,2024-04-13,abierta,['426-15-2643'],['mnt-08925'],alto,-1
6173,rotura,2024-08-14,cerrada,['532-72-2533'],['mnt-06640'],medio,-1
6174,rotura,2024-03-04,cerrada,['981-77-5939'],['mnt-14238'],medio,142
6175,rotura,2023-12-14,cerrada,['317-02-6847'],"['mnt-07248', 'mnt-07742']",bajo,200
6176,vandalismo,2024-07-29,cerrada,['916-03-7244'],['mnt-12681'],medio,-1
6177,mal funcionamiento,2024-08-03,abierta,['127-96-9196'],['mnt-11721'],alto,-1
6178,mal funcionamiento,2024-06-09,cerrada,['186-37-7359'],['mnt-07524'],medio,107
6179,mal funcionamiento,2024-05-20,abierta,['944-51-5079'],['mnt-11067'],bajo,-1
6180,mal funcionamiento,2023-11-06,abierta,['657-85-4966'],"['mnt-02187', 'mnt-08422']",medio,-1
6181,desgaste,2024-05-18,abierta,['226-35-3441'],['mnt-14717'],bajo,-1
6182,desgaste,2024-08-27,abierta,['700-15-8227'],"['mnt-07724', 'mnt-13523']",bajo,-1
6183,desgaste,2024-05-10,cerrada,['016-36-8792'],['mnt-05501'],alto,-1
6184,rotura,2023-12-01,abierta,['978-04-9425'],['mnt-00686'],alto,-1
6185,rotura,2024-05-14,cerrada,['229-00-2339'],['mnt-12228'],medio,74
6186,vandalismo,2023-12-02,cerrada,['347-20-8144'],['mnt-02663'],bajo,289
6187,rotura,2024-10-12,abierta,['880-27-0740'],['mnt-06701'],alto,-1
6188,rotura,2024-09-15,abierta,['332-10-5747'],['mnt-03596'],alto,-1
6189,desgaste,2024-08-28,abierta,['892-79-2898'],['mnt-07175'],alto,-1
6190,vandalismo,2024-04-15,abierta,['261-95-7801'],['mnt-13043'],medio,-1
6191,vandalismo,2023-11-28,cerrada,['994-84-4257'],['mnt-02419'],bajo,110
6192,rotura,2023-11-16,abierta,['234-20-9643'],['mnt-05477'],bajo,-1
6193,desgaste,2024-04-21,cerrada,['963-57-1781'],['mnt-01601'],medio,-1
6194,rotura,2023-10-19,cerrada,['358-57-6107'],['mnt-00092'],bajo,108
6195,rotura,2024-08-28,abierta,['889-75-9527'],['mnt-03750'],bajo,-1
6196,mal funcionamiento,2024-07-24,abierta,['955-61-6465'],['mnt-09555'],medio,-1
6197,rotura,2023-11-06,abierta,['486-03-3139'],['mnt-10609'],bajo,-1
6198,desgaste,2023-11-13,abierta,['311-23-9012'],"['mnt-05528', 'mnt-13830']",medio,-1
6199,mal funcionamiento,2024-09-14,abierta,['456-37-4863'],['mnt-02604'],bajo,-1
6200,vandalismo,2023-11-10,abierta,['818-65-6296'],['mnt-08990'],bajo,-1
6201,mal funcionamiento,2024-04-20,cerrada,['697-03-1498'],"['mnt-04501', 'mnt-07029']",alto,7
6202,mal funcionamiento,2024-10-10,abierta,['661-87-6439'],['mnt-11652'],bajo,-1
6203,desgaste,2023-04-11,abierta,['358-75-5975'],['mnt-10225'],alto,-1
6204,rotura,2024-01-05,abierta,['288-67-9022'],['mnt-00354'],medio,-1
6205,desgaste,2023-11-16,cerrada,['784-50-2421'],['mnt-11784'],alto,220
6206,desgaste,2023-10-29,abierta,['187-67-3168'],"['mnt-01115', 'mnt-13647']",medio,-1
6207,rotura,2024-04-03,cerrada,['336-13-6225'],['mnt-14135'],alto,-1
6208,mal funcionamiento,2023-10-18,cerrada,['337-92-1441'],"['mnt-05364', 'mnt-06037']",alto,310
6209,vandalismo,2023-11-30,abierta,['675-45-9102'],['mnt-08431'],alto,-1
6210,mal funcionamiento,2024-05-23,cerrada,['117-68-0279'],"['mnt-05627', 'mnt-09514', 'mnt-13842', 'mnt-14923']",alto,120
6211,mal funcionamiento,2024-10-01,cerrada,['234-90-2239'],['mnt-03557'],alto,-1
6212,desgaste,2023-11-07,abierta,['632-35-7992'],['mnt-11588'],medio,-1
6213,desgaste,2024-08-24,abierta,['304-95-6354'],['mnt-07399'],alto,-1
6214,desgaste,2024-03-31,cerrada,['790-44-0360'],['mnt-05446'],medio,148
6215,vandalismo,2024-08-02,cerrada,['055-12-4919'],['mnt-06534'],bajo,-1
6216,vandalismo,2024-06-26,abierta,['813-60-4935'],['mnt-11222'],medio,-1
6217,vandalismo,2024-05-03,abierta,['287-23-8374'],['mnt-09997'],alto,-1
6218,rotura,2023-12-30,abierta,['906-09-1650'],['mnt-13938'],bajo,-1
6219,vandalismo,2023-12-10,cerrada,['422-61-8439'],"['mnt-08547', 'mnt-10755']",medio,254
6220,vandalismo,2024-03-26,abierta,['966-14-9428'],"['mnt-09763', 'mnt-12847']",bajo,-1
6221,vandalismo,2024-04-16,cerrada,['971-51-4273'],"['mnt-05024', 'mnt-07372']",bajo,22
6222,rotura,2023-11-18,cerrada,['428-84-0853'],['mnt-01391'],alto,152
6223,rotura,2024-02-11,cerrada,['775-73-8005'],"['mnt-00075', 'mnt-06938']",medio,97
6224,rotura,2024-05-16,abierta,['520-11-0227'],['mnt-11266'],bajo,-1
6225,rotura,2024-04-19,cerrada,['858-39-6825'],['mnt-03933'],bajo,-1
6226,rotura,2024-08-27,abierta,['949-68-6910'],['mnt-08542'],alto,-1
6227,rotura,2024-06-03,abierta,['977-16-3021'],['mnt-02643'],alto,-1
6228,desgaste,2024-02-26,cerrada,['830-42-1568'],['mnt-00071'],alto,28
6229,rotura,2023-11-17,abierta,['759-46-9116'],['mnt-02940'],bajo,-1
6230,desgaste,2023-12-05,abierta,['166-49-5361'],['mnt-05433'],medio,-1
6231,desgaste,2024-08-23,cerrada,['304-50-3083'],"['mnt-01553', 'mnt-09908']",alto,-1
6232,desgaste,2024-03-06,cerrada,['153-82-0579'],['mnt-01571'],alto,148
6233,rotura,2023-10-26,cerrada,['858-98-9183'],"['mnt-03096', 'mnt-09504']",medio,232
6234,mal funcionamiento,2024-01-03,abierta,['532-05-5805'],['mnt-14762'],alto,-1
6235,mal funcionamiento,2023-12-21,cerrada,['832-24-3649'],"['mnt-05418', 'mnt-06369']",alto,179
6236,desgaste,2024-04-28,abierta,['739-41-8680'],"['mnt-04360', 'mnt-06877']",bajo,-1
6237,mal funcionamiento,2024-08-16,abierta,['801-73-5303'],['mnt-03749'],alto,-1
6238,vandalismo,2023-11-29,abierta,['580-53-0409'],"['mnt-00134', 'mnt-12251']",bajo,-1
6239,mal funcionamiento,2024-10-02,cerrada,['228-95-7332'],['mnt-13544'],bajo,-1
6240,rotura,2023-10-23,abierta,['811-66-5441'],['mnt-11920'],bajo,-1
6241,vandalismo,2024-07-25,abierta,['728-28-4364'],['mnt-13139'],alto,-1
6242,rotura,2024-10-09,cerrada,['687-27-0788'],"['mnt-02811', 'mnt-11128']",bajo,-1
6243,mal funcionamiento,2024-07-28,cerrada,['817-57-0534'],"['mnt-05594', 'mnt-07525']",bajo,-1
6244,rotura,2024-03-22,cerrada,['938-40-9511'],"['mnt-08489', 'mnt-10038']",bajo,149
6245,mal funcionamiento,2024-04-28,abierta,['424-36-4907'],['mnt-05121'],bajo,-1
6246,mal funcionamiento,2023-11-10,cerrada,['460-50-6218'],"['mnt-05410', 'mnt-05513']",alto,291
6247,mal funcionamiento,2023-12-13,cerrada,['591-47-7771'],['mnt-11123'],medio,327
6248,vandalismo,2024-06-03,cerrada,['394-30-1837'],['mnt-13079'],bajo,-1
6249,vandalismo,2023-12-23,cerrada,['659-01-4227'],"['mnt-04481', 'mnt-13317']",alto,9
6250,desgaste,2024-01-19,cerrada,['688-05-8704'],['mnt-02720'],alto,151
6251,mal funcionamiento,2024-05-27,abierta,['112-64-2786'],"['mnt-10526', 'mnt-13774']",alto,-1
6252,mal funcionamiento,2024-04-01,abierta,['425-78-7411'],"['mnt-01003', 'mnt-09563']",bajo,-1
6253,rotura,2023-11-10,abierta,['067-29-3424'],['mnt-11332'],bajo,-1
6254,vandalismo,2024-08-11,abierta,['681-51-6047'],['mnt-11779'],medio,-1
6255,mal funcionamiento,2024-08-07,cerrada,['137-95-8324'],"['mnt-02085', 'mnt-12531']",bajo,-1
6256,mal funcionamiento,2024-01-18,abierta,['610-72-4036'],"['mnt-03442', 'mnt-06979', 'mnt-11859']",alto,-1
6257,desgaste,2023-07-12,abierta,['597-56-2970'],['mnt-12171'],alto,-1
6258,desgaste,2024-10-01,abierta,['083-17-9154'],['mnt-06435'],bajo,-1
6259,vandalismo,2024-09-02,abierta,['924-65-2090'],['mnt-05560'],alto,-1
6260,rotura,2023-10-28,abierta,['868-93-4544'],['mnt-03059'],bajo,-1
6261,desgaste,2024-08-03,cerrada,['422-77-9769'],['mnt-10025'],alto,-1
6262,rotura,2024-03-01,cerrada,['950-44-3891'],['mnt-02481'],alto,101
6263,desgaste,2024-01-23,abierta,['501-27-5101'],['mnt-09268'],medio,-1
6264,desgaste,2023-10-26,abierta,['879-72-0553'],['mnt-04552'],medio,-1
6265,vandalismo,2024-09-27,abierta,['981-97-9206'],['mnt-03286'],alto,-1
6266,vandalismo,2024-08-18,abierta,['584-81-3709'],"['mnt-05859', 'mnt-06158']",medio,-1
6267,rotura,2023-11-18,cerrada,['586-18-5374'],['mnt-06869'],medio,254
6268,mal funcionamiento,2023-11-23,abierta,['366-20-4060'],['mnt-14770'],alto,-1
6269,rotura,2023-10-31,abierta,['848-27-3071'],['mnt-14596'],medio,-1
6270,mal funcionamiento,2024-03-08,abierta,['418-21-4562'],['mnt-02074'],alto,-1
6271,vandalismo,2023-12-16,cerrada,['738-70-3572'],['mnt-02180'],bajo,239
6272,desgaste,2023-11-16,abierta,['039-00-8160'],"['mnt-03484', 'mnt-06357', 'mnt-09824']",medio,-1
6273,mal funcionamiento,2023-11-21,abierta,['510-35-9014'],['mnt-14810'],medio,-1
6274,vandalismo,2023-11-12,cerrada,['611-81-2777'],"['mnt-00217', 'mnt-14632']",medio,100
6275,desgaste,2024-05-27,abierta,['587-41-2193'],"['mnt-05046', 'mnt-14402']",alto,-1
6276,vandalismo,2024-02-22,abierta,['371-08-6059'],['mnt-11732'],medio,-1
6277,desgaste,2024-02-08,cerrada,['857-16-9394'],['mnt-03729'],alto,138
6278,desgaste,2024-05-10,cerrada,['044-10-4738'],"['mnt-00696', 'mnt-04264']",bajo,76
6279,rotura,2024-06-13,cerrada,['253-91-5633'],['mnt-02249'],medio,-1
6280,desgaste,2024-08-02,abierta,['538-94-6463'],"['mnt-00338', 'mnt-04448']",alto,-1
6281,mal funcionamiento,2023-12-25,abierta,['633-20-1346'],['mnt-00855'],bajo,-1
6282,desgaste,2023-10-24,abierta,['263-50-2904'],['mnt-04896'],medio,-1
6283,desgaste,2024-06-22,cerrada,['179-04-1404'],['mnt-14706'],bajo,-1
6284,rotura,2024-01-11,cerrada,['466-91-6160'],['mnt-08165'],alto,129
6285,rotura,2024-04-12,cerrada,['373-45-3662'],['mnt-10739'],bajo,-1
6286,desgaste,2023-11-20,abierta,['351-12-6480'],"['mnt-02159', 'mnt-04757']",bajo,-1
6287,rotura,2024-08-26,abierta,['722-47-3928'],['mnt-11228'],alto,-1
6288,rotura,2024-04-08,cerrada,['191-97-3369'],['mnt-00983'],alto,-1
6289,rotura,2024-01-28,cerrada,['538-55-6536'],['mnt-13900'],alto,-1
6290,vandalismo,2024-06-06,cerrada,['827-39-6164'],['mnt-06161'],medio,-1
6291,mal funcionamiento,2024-08-14,abierta,['144-74-7760'],"['mnt-06853', 'mnt-13560']",alto,-1
6292,mal funcionamiento,2024-09-14,abierta,['406-59-8764'],['mnt-12446'],alto,-1
6293,desgaste,2024-04-15,cerrada,['413-67-0876'],['mnt-00862'],bajo,164
6294,rotura,2024-09-05,cerrada,['264-65-3543'],['mnt-03864'],bajo,-1
6295,rotura,2024-05-30,abierta,['790-13-6581'],['mnt-08188'],medio,-1
6296,vandalismo,2024-04-12,abierta,['557-15-2762'],['mnt-11250'],alto,-1
6297,desgaste,2024-05-24,abierta,['450-38-1547'],['mnt-12635'],medio,-1
6298,mal funcionamiento,2024-02-08,abierta,['294-71-8543'],"['mnt-01310', 'mnt-01861']",medio,-1
6299,vandalismo,2024-02-03,cerrada,['968-15-7395'],['mnt-09904'],bajo,2
6300,rotura,2023-10-20,abierta,['313-13-9756'],['mnt-01483'],medio,-1
6301,rotura,2024-07-29,cerrada,['551-22-5761'],['mnt-11607'],bajo,-1
6302,vandalismo,2024-02-15,cerrada,['282-05-2474'],['mnt-06603'],bajo,135
6303,desgaste,2024-04-15,cerrada,['763-19-3386'],['mnt-10556'],bajo,62
6304,vandalismo,2024-07-11,cerrada,['710-59-8085'],['mnt-12730'],medio,-1
6305,vandalismo,2024-02-13,abierta,['140-44-8369'],['mnt-05862'],alto,-1
6306,vandalismo,2024-07-28,cerrada,['335-07-1390'],['mnt-06721'],alto,-1
6307,vandalismo,2024-03-17,abierta,['849-63-1380'],"['mnt-04819', 'mnt-10168']",bajo,-1
6308,vandalismo,2024-10-13,cerrada,['795-21-4674'],['mnt-06352'],alto,-1
6309,rotura,2024-01-13,abierta,['298-74-7301'],['mnt-13853'],alto,-1
6310,mal funcionamiento,2024-03-10,cerrada,['232-96-2262'],"['mnt-06719', 'mnt-08533']",alto,71
6311,desgaste,2024-09-03,abierta,['711-74-3953'],['mnt-07511'],medio,-1
6312,vandalismo,2024-05-02,cerrada,['502-03-4143'],['mnt-00204'],alto,54
6313,mal funcionamiento,2024-05-09,abierta,['407-61-8033'],['mnt-09361'],alto,-1
6314,desgaste,2023-12-18,abierta,['835-71-6903'],['mnt-11141'],alto,-1
6315,vandalismo,2023-10-20,abierta,['039-34-4269'],['mnt-13578'],medio,-1
6316,desgaste,2024-04-18,abierta,['429-23-0098'],['mnt-00325'],bajo,-1
6317,rotura,2024-07-28,cerrada,['128-84-7974'],['mnt-11711'],bajo,70
6318,rotura,2024-03-26,abierta,['964-46-9962'],"['mnt-01240', 'mnt-04435', 'mnt-12761']",alto,-1
6319,rotura,2024-09-22,abierta,['733-00-5425'],['mnt-07758'],alto,-1
6320,rotura,2024-01-21,cerrada,['683-61-5297'],['mnt-00271'],alto,126
6321,rotura,2024-05-30,abierta,['097-06-9533'],"['mnt-05627', 'mnt-09514', 'mnt-13842', 'mnt-14923']",alto,-1
6322,mal funcionamiento,2024-05-28,abierta,['351-78-5173'],['mnt-03475'],bajo,-1
6323,desgaste,2024-06-06,cerrada,['535-63-3604'],"['mnt-04384', 'mnt-05002']",bajo,-1
6324,mal funcionamiento,2024-02-11,abierta,['699-83-4132'],['mnt-09617'],bajo,-1
6325,mal funcionamiento,2024-03-21,cerrada,['726-88-0415'],['mnt-14606'],bajo,192
6326,rotura,2024-09-22,abierta,['601-09-9372'],"['mnt-00931', 'mnt-12035']",alto,-1
6327,vandalismo,2024-05-27,abierta,['927-72-9530'],['mnt-04836'],alto,-1
6328,desgaste,2023-10-20,abierta,['565-46-5480'],"['mnt-02276', 'mnt-07884', 'mnt-12031']",medio,-1
6329,vandalismo,2024-07-09,abierta,['107-00-5867'],"['mnt-02853', 'mnt-10753']",medio,-1
6330,rotura,2024-02-10,cerrada,['260-07-3166'],['mnt-08087'],medio,-1
6331,vandalismo,2023-12-24,abierta,['359-19-6967'],['mnt-09126'],medio,-1
6332,vandalismo,2024-03-17,cerrada,['646-97-3264'],"['mnt-09920', 'mnt-11777']",alto,188
6333,vandalismo,2024-07-30,abierta,['302-36-0094'],['mnt-09107'],bajo,-1
6334,mal funcionamiento,2024-05-11,abierta,['101-97-0786'],['mnt-13092'],alto,-1
6335,vandalismo,2024-03-10,cerrada,['522-54-3766'],['mnt-09068'],bajo,34
6336,desgaste,2024-04-26,abierta,['372-42-1365'],['mnt-04460'],alto,-1
6337,desgaste,2023-11-18,abierta,['945-15-1806'],"['mnt-10864', 'mnt-12269']",alto,-1
6338,desgaste,2024-06-11,abierta,['509-49-5119'],['mnt-07725'],alto,-1
6339,desgaste,2023-10-15,abierta,['124-15-9106'],['mnt-04022'],bajo,-1
6340,rotura,2023-10-25,cerrada,['627-70-4271'],"['mnt-00962', 'mnt-11880']",alto,140
6341,rotura,2024-03-28,abierta,['347-57-0887'],['mnt-06188'],medio,-1
6342,vandalismo,2024-06-28,cerrada,['125-12-4860'],['mnt-07018'],bajo,82
6343,vandalismo,2023-11-23,abierta,['656-41-7415'],"['mnt-06343', 'mnt-11482']",bajo,-1
6344,mal funcionamiento,2024-01-26,cerrada,['135-90-9605'],['mnt-02703'],bajo,86
6345,vandalismo,2024-05-31,cerrada,['508-96-6447'],['mnt-01141'],bajo,-1
6346,desgaste,2023-10-20,abierta,['426-62-4346'],"['mnt-08840', 'mnt-10344', 'mnt-11256']",alto,-1
6347,vandalismo,2024-05-03,abierta,['976-95-0038'],['mnt-05896'],bajo,-1
6348,desgaste,2024-10-09,cerrada,['823-93-2835'],"['mnt-02626', 'mnt-13223']",medio,-1
6349,vandalismo,2023-10-11,cerrada,['213-99-9087'],['mnt-11162'],medio,239
6350,rotura,2023-10-19,abierta,['822-56-9399'],['mnt-10638'],bajo,-1
6351,mal funcionamiento,2024-10-12,abierta,['403-02-2233'],['mnt-06305'],medio,-1
6352,vandalismo,2024-09-17,abierta,['884-28-3262'],"['mnt-04887', 'mnt-12245']",medio,-1
6353,vandalismo,2024-05-19,abierta,['589-07-7212'],['mnt-06390'],bajo,-1
6354,vandalismo,2024-07-15,cerrada,['210-69-7560'],['mnt-10246'],bajo,-1
6355,vandalismo,2023-10-21,cerrada,['683-15-9142'],['mnt-12703'],bajo,1
6356,rotura,2024-11-08,cerrada,['119-41-7998'],['mnt-05212'],medio,-1
6357,vandalismo,2024-08-24,abierta,['038-85-2176'],['mnt-08736'],bajo,-1
6358,mal funcionamiento,2023-11-23,abierta,['980-70-8235'],['mnt-05490'],medio,-1
6359,desgaste,2024-04-21,abierta,['675-68-9153'],['mnt-02056'],medio,-1
6360,vandalismo,2024-08-18,abierta,['928-84-6286'],['mnt-05836'],medio,-1
6361,desgaste,2024-02-09,abierta,['288-09-7245'],['mnt-12989'],alto,-1
6362,rotura,2024-07-18,abierta,['316-92-1926'],['mnt-04894'],medio,-1
6363,mal funcionamiento,2024-03-01,cerrada,['809-78-9435'],['mnt-03327'],alto,-1
6364,rotura,2024-03-02,cerrada,['691-36-2225'],['mnt-01708'],alto,249
6365,vandalismo,2024-04-28,abierta,['331-24-8824'],['mnt-05584'],bajo,-1
